customer_id,customer_name,email,segment,region,signup_date,is_vip
C00046,演示客户-00046,customer00046@example.invalid,中型企业,华北,2026-01-11,false
C00047,演示客户-00047,customer00047@example.invalid,个人,华南,2024-01-27,false
C00048,演示客户-00048,customer00048@example.invalid,个人,华南,2024-12-25,false
C00049,演示客户-00049,customer00049@example.invalid,小微企业,华东,2025-12-03,false
C00050,演示客户-00050,customer00050@example.invalid,小微企业,华北,2023-03-18,false
C00051,演示客户-00051,customer00051@example.invalid,小微企业,东北,2023-08-04,true
C00052,演示客户-00052,customer00052@example.invalid,小微企业,华北,2026-01-09,false
C00053,演示客户-00053,customer00053@example.invalid,个人,西南,2024-07-02,false
C00054,演示客户-00054,customer00054@example.invalid,小微企业,东北,2026-03-17,false
C00055,演示客户-00055,customer00055@example.invalid,个人,东北,2025-07-10,false
C00056,演示客户-00056,customer00056@example.invalid,个人,东北,2023-11-27,false
C00057,演示客户-00057,customer00057@example.invalid,战略客户,西南,2025-05-19,false
C00058,演示客户-00058,customer00058@example.invalid,中型企业,东北,2024-12-25,false
C00059,演示客户-00059,customer00059@example.invalid,个人,华东,2026-01-18,false
C00060,演示客户-00060,customer00060@example.invalid,个人,西南,2025-12-09,false
C00061,演示客户-00061,customer00061@example.invalid,个人,华东,2023-07-26,false
C00062,演示客户-00062,customer00062@example.invalid,个人,华北,2024-10-06,false
C00063,演示客户-00063,customer00063@example.invalid,中型企业,华北,2023-04-04,false
C00064,演示客户-00064,customer00064@example.invalid,小微企业,西南,2024-11-11,false
C00065,演示客户-00065,customer00065@example.invalid,中型企业,西南,2023-05-29,false
C00066,演示客户-00066,customer00066@example.invalid,个人,西南,2026-01-20,false
C00067,演示客户-00067,customer00067@example.invalid,战略客户,华北,2023-10-07,false
C00068,演示客户-00068,customer00068@example.invalid,个人,西南,2024-06-11,true
C00069,演示客户-00069,customer00069@example.invalid,个人,华北,2023-06-14,false
C00070,演示客户-00070,customer00070@example.invalid,个人,西南,2023-01-02,false
C00071,演示客户-00071,customer00071@example.invalid,个人,东北,2024-01-31,false
C00072,演示客户-00072,customer00072@example.invalid,中型企业,华东,2024-04-13,false
C00073,演示客户-00073,customer00073@example.invalid,个人,华东,2025-07-23,false
C00074,演示客户-00074,customer00074@example.invalid,个人,东北,2025-02-10,false
C00075,演示客户-00075,customer00075@example.invalid,小微企业,华东,2025-12-17,false
C00076,演示客户-00076,customer00076@example.invalid,个人,华南,2023-12-07,false
C00077,演示客户-00077,customer00077@example.invalid,战略客户,东北,2025-04-16,false
C00078,演示客户-00078,customer00078@example.invalid,中型企业,东北,2025-06-24,false
C00079,演示客户-00079,customer00079@example.invalid,个人,华北,2023-03-15,false
C00080,演示客户-00080,customer00080@example.invalid,小微企业,华南,2025-10-27,false
C00081,演示客户-00081,customer00081@example.invalid,个人,华北,2023-11-02,false
C00082,演示客户-00082,customer00082@example.invalid,中型企业,华东,2023-08-08,false
C00083,演示客户-00083,customer00083@example.invalid,个人,华南,2026-01-20,false
C00084,演示客户-00084,customer00084@example.invalid,个人,华北,2025-01-13,false
C00085,演示客户-00085,customer00085@example.invalid,中型企业,东北,2025-10-27,true
C00086,演示客户-00086,customer00086@example.invalid,个人,西南,2023-08-06,false
C00087,演示客户-00087,customer00087@example.invalid,个人,华北,2023-08-06,false
C00088,演示客户-00088,customer00088@example.invalid,个人,华南,2023-04-27,false
C00089,演示客户-00089,customer00089@example.invalid,个人,西南,2024-10-14,false
C00090,演示客户-00090,customer00090@example.invalid,个人,东北,2025-12-02,false
C00091,演示客户-00091,customer00091@example.invalid,个人,东北,2025-05-09,false
C00092,演示客户-00092,customer00092@example.invalid,小微企业,华南,2025-01-07,false
C00093,演示客户-00093,customer00093@example.invalid,中型企业,华南,2024-11-30,false
C00094,演示客户-00094,customer00094@example.invalid,中型企业,华南,2024-12-24,false
C00095,演示客户-00095,customer00095@example.invalid,小微企业,华北,2025-07-28,false
C00096,演示客户-00096,customer00096@example.invalid,小微企业,西南,2023-08-16,false
C00097,演示客户-00097,customer00097@example.invalid,个人,东北,2024-05-26,false
C00098,演示客户-00098,customer00098@example.invalid,个人,华南,2023-02-07,false
C00099,演示客户-00099,customer00099@example.invalid,战略客户,西南,2025-11-14,false
C00100,演示客户-00100,customer00100@example.invalid,小微企业,华南,2025-12-07,false
C00101,演示客户-00101,customer00101@example.invalid,小微企业,华东,2025-03-16,false
C00102,演示客户-00102,customer00102@example.invalid,个人,华北,2024-06-25,true
C00103,演示客户-00103,customer00103@example.invalid,小微企业,东北,2024-06-17,false
C00104,演示客户-00104,customer00104@example.invalid,战略客户,东北,2024-12-12,false
C00105,演示客户-00105,customer00105@example.invalid,小微企业,东北,2025-05-14,false
C00106,演示客户-00106,customer00106@example.invalid,个人,华东,2023-03-09,false
C00107,演示客户-00107,customer00107@example.invalid,中型企业,华北,2023-11-05,false
C00108,演示客户-00108,customer00108@example.invalid,个人,华南,2026-04-07,false
C00109,演示客户-00109,customer00109@example.invalid,个人,华东,2024-06-07,false
C00110,演示客户-00110,customer00110@example.invalid,中型企业,东北,2025-02-09,false
C00111,演示客户-00111,customer00111@example.invalid,小微企业,东北,2023-03-18,false
C00112,演示客户-00112,customer00112@example.invalid,个人,华北,2024-02-20,false
C00113,演示客户-00113,customer00113@example.invalid,个人,华北,2025-04-06,false
C00114,演示客户-00114,customer00114@example.invalid,个人,华南,2024-04-26,false
C00115,演示客户-00115,customer00115@example.invalid,小微企业,华北,2023-02-22,false
C00116,演示客户-00116,customer00116@example.invalid,中型企业,西南,2023-08-30,false
C00117,演示客户-00117,customer00117@example.invalid,个人,华东,2025-08-16,false
C00118,演示客户-00118,customer00118@example.invalid,中型企业,华南,2025-08-22,false
C00119,演示客户-00119,customer00119@example.invalid,战略客户,华北,2025-07-31,true
C00120,演示客户-00120,customer00120@example.invalid,小微企业,华北,2024-01-26,false
C00121,演示客户-00121,customer00121@example.invalid,个人,华南,2024-07-22,false
C00122,演示客户-00122,customer00122@example.invalid,个人,西南,2025-05-08,false
C00123,演示客户-00123,customer00123@example.invalid,中型企业,华东,2025-01-23,false
C00124,演示客户-00124,customer00124@example.invalid,中型企业,东北,2024-01-14,false
C00125,演示客户-00125,customer00125@example.invalid,小微企业,华北,2024-03-03,false
C00126,演示客户-00126,customer00126@example.invalid,个人,西南,2024-06-12,false
C00127,演示客户-00127,customer00127@example.invalid,战略客户,华东,2023-08-14,false
C00128,演示客户-00128,customer00128@example.invalid,战略客户,华北,2024-05-04,false
C00129,演示客户-00129,customer00129@example.invalid,小微企业,华南,2023-01-27,false
C00130,演示客户-00130,customer00130@example.invalid,小微企业,华北,2026-04-12,false
C00131,演示客户-00131,customer00131@example.invalid,中型企业,西南,2023-11-21,false
C00132,演示客户-00132,customer00132@example.invalid,小微企业,东北,2023-08-31,false
C00133,演示客户-00133,customer00133@example.invalid,小微企业,华南,2024-02-22,false
C00134,演示客户-00134,customer00134@example.invalid,个人,华北,2024-01-26,false
C00135,演示客户-00135,customer00135@example.invalid,个人,东北,2024-03-20,false
C00136,演示客户-00136,customer00136@example.invalid,小微企业,华东,2023-06-30,true
C00137,演示客户-00137,customer00137@example.invalid,小微企业,华北,2025-10-08,false
C00138,演示客户-00138,customer00138@example.invalid,中型企业,东北,2025-07-28,false
C00139,演示客户-00139,customer00139@example.invalid,中型企业,华北,2025-01-24,false
C00140,演示客户-00140,customer00140@example.invalid,小微企业,东北,2023-01-04,false
C00141,演示客户-00141,customer00141@example.invalid,个人,西南,2023-07-28,false
C00142,演示客户-00142,customer00142@example.invalid,个人,华南,2025-11-19,false
C00143,演示客户-00143,customer00143@example.invalid,小微企业,西南,2025-11-14,false
C00144,演示客户-00144,customer00144@example.invalid,中型企业,西南,2024-01-24,false
C00145,演示客户-00145,customer00145@example.invalid,个人,东北,2026-03-20,false
C00146,演示客户-00146,customer00146@example.invalid,小微企业,华北,2023-10-04,false
C00147,演示客户-00147,customer00147@example.invalid,个人,西南,2023-03-01,false
C00148,演示客户-00148,customer00148@example.invalid,中型企业,华北,2023-05-15,false
C00149,演示客户-00149,customer00149@example.invalid,个人,华北,2024-01-23,false
C00150,演示客户-00150,customer00150@example.invalid,中型企业,西南,2023-10-31,false
C00151,演示客户-00151,customer00151@example.invalid,中型企业,华东,2023-12-24,false
C00152,演示客户-00152,customer00152@example.invalid,小微企业,华北,2026-04-14,false
C00153,演示客户-00153,customer00153@example.invalid,中型企业,西南,2024-08-31,true
C00154,演示客户-00154,customer00154@example.invalid,小微企业,东北,2023-05-03,false
C00155,演示客户-00155,customer00155@example.invalid,个人,华东,2024-08-29,false
C00156,演示客户-00156,customer00156@example.invalid,中型企业,华东,2023-07-26,false
C00157,演示客户-00157,customer00157@example.invalid,小微企业,华东,2025-01-24,false
C00158,演示客户-00158,customer00158@example.invalid,小微企业,华北,2025-12-18,false
C00159,演示客户-00159,customer00159@example.invalid,个人,西南,2023-03-15,false
C00160,演示客户-00160,customer00160@example.invalid,小微企业,西南,2025-04-15,false
C00161,演示客户-00161,customer00161@example.invalid,个人,华北,2025-11-26,false
C00162,演示客户-00162,customer00162@example.invalid,个人,华北,2023-01-12,false
C00163,演示客户-00163,customer00163@example.invalid,小微企业,华东,2023-12-26,false
C00164,演示客户-00164,customer00164@example.invalid,小微企业,东北,2023-04-04,false
C00165,演示客户-00165,customer00165@example.invalid,个人,西南,2026-01-17,false
C00166,演示客户-00166,customer00166@example.invalid,中型企业,东北,2026-02-28,false
C00167,演示客户-00167,customer00167@example.invalid,个人,华北,2024-10-05,false
C00168,演示客户-00168,customer00168@example.invalid,小微企业,东北,2023-02-03,false
C00169,演示客户-00169,customer00169@example.invalid,个人,华东,2025-08-30,false
C00170,演示客户-00170,customer00170@example.invalid,战略客户,华南,2023-09-15,true
C00171,演示客户-00171,customer00171@example.invalid,个人,西南,2024-03-26,false
C00172,演示客户-00172,customer00172@example.invalid,中型企业,西南,2023-07-26,false
C00173,演示客户-00173,customer00173@example.invalid,战略客户,西南,2024-05-13,false
C00174,演示客户-00174,customer00174@example.invalid,战略客户,华北,2026-01-07,false
C00175,演示客户-00175,customer00175@example.invalid,个人,西南,2025-04-03,false
C00176,演示客户-00176,customer00176@example.invalid,个人,西南,2023-03-28,false
C00177,演示客户-00177,customer00177@example.invalid,个人,华南,2024-01-12,false
C00178,演示客户-00178,customer00178@example.invalid,个人,华北,2023-05-26,false
C00179,演示客户-00179,customer00179@example.invalid,个人,西南,2025-07-12,false
C00180,演示客户-00180,customer00180@example.invalid,个人,东北,2026-01-26,false
C00181,演示客户-00181,customer00181@example.invalid,小微企业,华南,2025-01-16,false
C00182,演示客户-00182,customer00182@example.invalid,中型企业,华北,2025-08-20,false
C00183,演示客户-00183,customer00183@example.invalid,中型企业,华南,2024-02-21,false
C00184,演示客户-00184,customer00184@example.invalid,个人,西南,2024-04-01,false
C00185,演示客户-00185,customer00185@example.invalid,中型企业,西南,2024-06-10,false
C00186,演示客户-00186,customer00186@example.invalid,中型企业,西南,2025-05-17,false
C00187,演示客户-00187,customer00187@example.invalid,小微企业,西南,2023-04-03,true
C00188,演示客户-00188,customer00188@example.invalid,个人,华东,2023-01-22,false
C00189,演示客户-00189,customer00189@example.invalid,小微企业,西南,2024-04-27,false
C00190,演示客户-00190,customer00190@example.invalid,个人,华南,2024-05-04,false
C00191,演示客户-00191,customer00191@example.invalid,个人,华东,2024-10-27,false
C00192,演示客户-00192,customer00192@example.invalid,中型企业,西南,2025-12-26,false
C00193,演示客户-00193,customer00193@example.invalid,中型企业,东北,2025-03-02,false
C00194,演示客户-00194,customer00194@example.invalid,战略客户,华南,2024-12-21,false
C00195,演示客户-00195,customer00195@example.invalid,个人,东北,2024-12-31,false
C00196,演示客户-00196,customer00196@example.invalid,个人,华北,2026-02-01,false
C00197,演示客户-00197,customer00197@example.invalid,个人,西南,2026-04-13,false
C00198,演示客户-00198,customer00198@example.invalid,个人,东北,2024-12-02,false
C00199,演示客户-00199,customer00199@example.invalid,中型企业,华南,2026-02-27,false
C00200,演示客户-00200,customer00200@example.invalid,个人,华南,2023-08-26,false
C00201,演示客户-00201,customer00201@example.invalid,个人,西南,2026-01-06,false
C00202,演示客户-00202,customer00202@example.invalid,小微企业,东北,2023-10-16,false
C00203,演示客户-00203,customer00203@example.invalid,小微企业,华北,2024-05-01,false
C00204,演示客户-00204,customer00204@example.invalid,小微企业,华东,2023-06-07,true
C00205,演示客户-00205,customer00205@example.invalid,个人,东北,2024-04-17,false
C00206,演示客户-00206,customer00206@example.invalid,小微企业,西南,2024-10-21,false
C00207,演示客户-00207,customer00207@example.invalid,战略客户,华北,2025-08-06,false
C00208,演示客户-00208,customer00208@example.invalid,个人,西南,2023-07-21,false
C00209,演示客户-00209,customer00209@example.invalid,小微企业,华北,2023-09-09,false
C00210,演示客户-00210,customer00210@example.invalid,中型企业,西南,2025-05-18,false
C00211,演示客户-00211,customer00211@example.invalid,个人,西南,2023-08-16,false
C00212,演示客户-00212,customer00212@example.invalid,个人,华南,2026-04-01,false
C00213,演示客户-00213,customer00213@example.invalid,小微企业,华南,2026-01-09,false
C00214,演示客户-00214,customer00214@example.invalid,中型企业,华南,2023-12-16,false
C00215,演示客户-00215,customer00215@example.invalid,个人,东北,2025-08-05,false
C00216,演示客户-00216,customer00216@example.invalid,个人,华南,2023-02-28,false
C00217,演示客户-00217,customer00217@example.invalid,个人,东北,2025-04-13,false
C00218,演示客户-00218,customer00218@example.invalid,个人,华北,2025-06-11,false
C00219,演示客户-00219,customer00219@example.invalid,中型企业,西南,2024-01-20,false
C00220,演示客户-00220,customer00220@example.invalid,中型企业,华南,2024-10-30,false
C00221,演示客户-00221,customer00221@example.invalid,中型企业,华东,2025-07-03,true
C00222,演示客户-00222,customer00222@example.invalid,战略客户,华北,2025-01-03,false
C00223,演示客户-00223,customer00223@example.invalid,小微企业,东北,2023-06-10,false
C00224,演示客户-00224,customer00224@example.invalid,个人,华北,2025-06-06,false
C00225,演示客户-00225,customer00225@example.invalid,战略客户,华东,2026-01-07,false
C00226,演示客户-00226,customer00226@example.invalid,战略客户,西南,2023-06-17,false
C00227,演示客户-00227,customer00227@example.invalid,小微企业,西南,2025-10-20,false
C00228,演示客户-00228,customer00228@example.invalid,小微企业,华东,2025-07-26,false
C00229,演示客户-00229,customer00229@example.invalid,中型企业,华南,2023-07-04,false
C00230,演示客户-00230,customer00230@example.invalid,个人,西南,2025-10-31,false
C00231,演示客户-00231,customer00231@example.invalid,小微企业,华北,2023-10-01,false
C00232,演示客户-00232,customer00232@example.invalid,个人,东北,2023-08-14,false
C00233,演示客户-00233,customer00233@example.invalid,个人,华东,2023-02-06,false
C00234,演示客户-00234,customer00234@example.invalid,个人,华南,2026-01-25,false
C00235,演示客户-00235,customer00235@example.invalid,个人,华北,2024-04-12,false
C00236,演示客户-00236,customer00236@example.invalid,个人,华东,2023-03-09,false
C00237,演示客户-00237,customer00237@example.invalid,中型企业,华北,2025-11-07,false
C00238,演示客户-00238,customer00238@example.invalid,个人,华东,2024-04-02,true
C00239,演示客户-00239,customer00239@example.invalid,个人,华北,2024-01-01,false
C00240,演示客户-00240,customer00240@example.invalid,中型企业,华南,2024-02-15,false
C00241,演示客户-00241,customer00241@example.invalid,个人,东北,2025-02-04,false
C00242,演示客户-00242,customer00242@example.invalid,个人,东北,2023-03-22,false
C00243,演示客户-00243,customer00243@example.invalid,小微企业,西南,2024-01-25,false
C00244,演示客户-00244,customer00244@example.invalid,小微企业,华东,2024-12-05,false
C00245,演示客户-00245,customer00245@example.invalid,小微企业,东北,2025-10-08,false
C00246,演示客户-00246,customer00246@example.invalid,个人,华东,2024-07-25,false
C00247,演示客户-00247,customer00247@example.invalid,个人,华北,2023-09-20,false
C00248,演示客户-00248,customer00248@example.invalid,中型企业,华北,2026-02-24,false
C00249,演示客户-00249,customer00249@example.invalid,个人,华东,2023-05-28,false
C00250,演示客户-00250,customer00250@example.invalid,小微企业,东北,2024-11-06,false
C00251,演示客户-00251,customer00251@example.invalid,中型企业,华东,2023-07-08,false
C00252,演示客户-00252,customer00252@example.invalid,个人,华东,2025-12-04,false
C00253,演示客户-00253,customer00253@example.invalid,中型企业,华南,2025-04-12,false
C00254,演示客户-00254,customer00254@example.invalid,小微企业,华南,2025-05-18,false
C00255,演示客户-00255,customer00255@example.invalid,小微企业,华北,2026-02-12,true
C00256,演示客户-00256,customer00256@example.invalid,个人,西南,2023-08-20,false
C00257,演示客户-00257,customer00257@example.invalid,小微企业,华东,2023-05-14,false
C00258,演示客户-00258,customer00258@example.invalid,中型企业,华南,2025-08-06,false
C00259,演示客户-00259,customer00259@example.invalid,小微企业,西南,2026-04-02,false
C00260,演示客户-00260,customer00260@example.invalid,小微企业,西南,2023-05-01,false
C00261,演示客户-00261,customer00261@example.invalid,个人,华北,2025-10-26,false
C00262,演示客户-00262,customer00262@example.invalid,小微企业,华北,2025-10-06,false
C00263,演示客户-00263,customer00263@example.invalid,中型企业,华北,2025-04-17,false
C00264,演示客户-00264,customer00264@example.invalid,中型企业,华南,2023-08-01,false
C00265,演示客户-00265,customer00265@example.invalid,个人,西南,2025-06-23,false
C00266,演示客户-00266,customer00266@example.invalid,个人,华北,2025-06-03,false
C00267,演示客户-00267,customer00267@example.invalid,小微企业,华北,2023-03-16,false
C00268,演示客户-00268,customer00268@example.invalid,中型企业,华东,2023-06-07,false
C00269,演示客户-00269,customer00269@example.invalid,中型企业,东北,2023-11-16,false
C00270,演示客户-00270,customer00270@example.invalid,个人,华南,2023-10-31,false
C00271,演示客户-00271,customer00271@example.invalid,个人,东北,2025-03-25,false
C00272,演示客户-00272,customer00272@example.invalid,小微企业,西南,2023-04-02,true
C00273,演示客户-00273,customer00273@example.invalid,小微企业,华东,2025-11-11,false
C00274,演示客户-00274,customer00274@example.invalid,小微企业,西南,2024-12-22,false
C00275,演示客户-00275,customer00275@example.invalid,中型企业,华北,2026-02-09,false
C00276,演示客户-00276,customer00276@example.invalid,小微企业,东北,2025-01-27,false
C00277,演示客户-00277,customer00277@example.invalid,个人,东北,2023-10-13,false
C00278,演示客户-00278,customer00278@example.invalid,个人,华南,2023-06-06,false
C00279,演示客户-00279,customer00279@example.invalid,小微企业,西南,2025-11-15,false
C00280,演示客户-00280,customer00280@example.invalid,小微企业,华东,2025-06-13,false
C00281,演示客户-00281,customer00281@example.invalid,个人,西南,2025-10-27,false
C00282,演示客户-00282,customer00282@example.invalid,个人,华北,2024-09-02,false
C00283,演示客户-00283,customer00283@example.invalid,小微企业,华东,2024-04-11,false
C00284,演示客户-00284,customer00284@example.invalid,小微企业,华南,2024-12-06,false
C00285,演示客户-00285,customer00285@example.invalid,中型企业,西南,2024-06-14,false
C00286,演示客户-00286,customer00286@example.invalid,小微企业,华南,2024-08-28,false
C00287,演示客户-00287,customer00287@example.invalid,中型企业,华北,2024-10-04,false
C00288,演示客户-00288,customer00288@example.invalid,个人,华北,2025-07-11,false
C00289,演示客户-00289,customer00289@example.invalid,战略客户,华北,2025-01-14,true
C00290,演示客户-00290,customer00290@example.invalid,小微企业,华北,2025-10-10,false
C00291,演示客户-00291,customer00291@example.invalid,个人,东北,2023-06-06,false
C00292,演示客户-00292,customer00292@example.invalid,小微企业,西南,2024-12-17,false
C00293,演示客户-00293,customer00293@example.invalid,个人,华北,2024-10-14,false
C00294,演示客户-00294,customer00294@example.invalid,个人,东北,2023-01-21,false
C00295,演示客户-00295,customer00295@example.invalid,个人,华南,2024-05-05,false
C00296,演示客户-00296,customer00296@example.invalid,中型企业,西南,2024-12-15,false
C00297,演示客户-00297,customer00297@example.invalid,中型企业,华东,2025-07-10,false
C00298,演示客户-00298,customer00298@example.invalid,战略客户,华东,2023-02-24,false
C00299,演示客户-00299,customer00299@example.invalid,个人,华北,2025-04-26,false
C00300,演示客户-00300,customer00300@example.invalid,个人,西南,2025-02-10,false
